plot,year,Crops,Forest,Other agricultural lands,Other semi-natural hab.,Urban,Water and wetlands
LEU2,2015,0.462193328787804,0.37216706586465,0.0186950877996364,0.184126984130387,0,0
LEU2,2016,0.464613025010714,0.36472244768873,0.0176217637674187,0.184126984130387,0,0
LEU2,2017,0.467034388231479,0.357341988213023,0.016609018533641,0.184126984130387,0,0
LEU2,2018,0.469457305418557,0.350028588941478,0.0156535496212839,0.184126984130387,0,0
LEU2,2019,0.471881663248048,0.342785030908017,0.0147522215221516,0.184126984130387,0,0
LEU2,2020,0.474307348124759,0.335613971514384,0.0139020587391402,0.184126984130387,0,0
LEU2,2021,0.476734246203384,0.328517941805274,0.0131002389419445,0.184126984130387,0,0
LEU2,2022,0.479162243409781,0.321499344180009,0.012344086258959,0.184126984130387,0,0
LIE1,1987,0,0.415354614650345,0,0.584645385349654,0,0
LIE1,1988,0,0.420625201927291,0,0.579374798072705,0,0
LIE1,1989,0,0.425913947262431,0,0.574086052737568,0,0
LIE1,1990,0,0.43121969722139,0,0.568780302778608,0,0
LIE1,1991,0,0.436541282935628,0,0.563458717064372,0,0
LIE1,1992,0,0.441877521095772,0,0.558122478904226,0,0
LIE1,1993,0,0.447227214972663,0,0.552772785027335,0,0
LIE1,1994,0,0.452589155464249,0,0.547410844535751,0,0
LIE1,1995,0,0.457962122166497,0,0.542037877833502,0,0
LIE1,1996,0,0.463344884466322,0,0.536655115533676,0,0
LIE1,1997,0,0.468736202654491,0,0.531263797345509,0,0
LIE1,1998,0,0.474134829056415,0,0.525865170943585,0,0
LIE1,1999,0,0.479539509178641,0,0.520460490821359,0,0
LIE1,2000,0,0.48494898286884,0,0.51505101713116,0,0
LIE1,2001,0,0.490361985487009,0,0.509638014512991,0,0
LIE1,2002,0,0.495777249085592,0,0.50422275091441,0,0
LIE1,2003,0,0.50119350359619,0,0.49880649640381,0,0
LIE1,2004,0,0.506609478020492,0,0.493390521979508,0,0
LIE1,2005,0,0.512023901623055,0,0.487976098376946,0,0
LIE1,2006,0,0.517435505123566,0,0.482564494876434,0,0
LIE1,2007,0,0.52284302188621,0,0.477156978113792,0,0
LIE1,2008,0,0.528245189103751,0,0.471754810896251,0,0
LIE1,2009,0,0.533640748974021,0,0.466359251025981,0,0
LIE1,2010,0,0.539028449866456,0,0.460971550133546,0,0
LIE1,2011,0,0.544407047476419,0,0.455592952523582,0,0
LIE1,2012,0,0.549775305965036,0,0.450224694034966,0,0
LIE1,2013,0,0.555131999082369,0,0.444868000917634,0,0
LIE1,2014,0,0.560475911271781,0,0.439524088728221,0,0
LIE1,2015,0,0.565805838753404,0,0.4341941612466,0,0
LIE1,2016,0,0.571120590584699,0,0.428879409415305,0,0
LIE1,2017,0,0.576418989696192,0,0.423581010303809,0,0
LIE1,2018,0,0.581699873900531,0,0.418300126099473,0,0
LIE1,2019,0,0.586962096873064,0,0.413037903126939,0,0
LIE1,2020,0,0.592204529102327,0,0.407795470897677,0,0
LIE1,2021,0,0.597426058808811,0,0.402573941191193,0,0
LIE1,2022,0,0.602625592830572,0,0.397374407169431,0,0
LIE3,1987,0,0.33050516481863,0,0.669494835181375,0,0
LIE3,1988,0,0.33535086126333,0,0.664649138736675,0,0
LIE3,1989,0,0.340231498303548,0,0.659768501696457,0,0
LIE3,1990,0,0.345146281034121,0,0.654853718965884,0,0
LIE3,1991,0,0.350094387022747,0,0.649905612977258,0,0
LIE3,1992,0,0.355074966678794,0,0.644925033321209,0,0
LIE3,1993,0,0.360087143666106,0,0.639912856333899,0,0
LIE3,1994,0,0.365130015359824,0,0.634869984640179,0,0
LIE3,1995,0,0.370202653347169,0,0.629797346652836,0,0
LIE3,1996,0,0.375304103971913,0,0.62469589602809,0,0
LIE3,1997,0,0.380433388922284,0,0.619566611077719,0,0
LIE3,1998,0,0.385589505861785,0,0.614410494138218,0,0
LIE3,1999,0,0.390771429102401,0,0.609228570897603,0,0
LIE3,2000,0,0.395978110319491,0,0.604021889680512,0,0
LIE3,2001,0,0.401208479307525,0,0.598791520692478,0,0
LIE3,2002,0,0.406461444775764,0,0.593538555224237,0,0
LIE3,2003,0,0.41173589518279,0,0.588264104817214,0,0
LIE3,2004,0,0.417030699608715,0,0.582969300391287,0,0
LIE3,2005,0,0.4223447086638,0,0.577655291336204,0,0
LIE3,2006,0,0.42767675543202,0,0.572323244567982,0,0
